Profile Key 1,Profile Key 2,IDENT,D1,SIB,D2,D(3)
CM9-NA,CM9-NA,2.79786e+17,2.36454e+07,1.38879e+11,59085.2,756.195
CM9-NA,CF10-NA,<100,<100,151.257,<100,<100
CF10-NA,AM9-NA,<100,<100,1932.27,454.044,<100
CF10-NA,BM9-NA,<100,41638.8,757.509,806.909,<100
CF10-NA,BF10-NA,<100,6213.41,<100,226.584,<100
CF10-NA,CM9-NA,<100,<100,151.257,<100,<100
CF10-NA,CF10-NA,5.0583e+17,3.81322e+07,2.67232e+11,85374.8,991.535
CM10-NA,AF11-NA,<100,<100,<100,111.825,<100
CM10-NA,BF10-NA,<100,<100,151.539,238.457,<100
CM10-NA,BM10-NA,<100,15127.4,481.616,374.035,<100
CM10-NA,BF11-NA,<100,54279.7,35557.5,964.954,<100
CM10-NA,BM11-NA,<100,<100,41762.1,267.309,<100
CM10-NA,CM10-NA,2.45783e+17,1.38741e+07,1.13219e+11,39456.2,565.425
CM10-NA,CF11-NA,<100,<100,259.113,<100,<100
CF11-NA,AM10-NA,<100,6841.72,1239.23,273.919,<100
CF11-NA,BM10-NA,<100,15368.1,5319.1,377.803,<100
CF11-NA,BF11-NA,<100,39141.2,1148.36,571.862,<100
CF11-NA,CM10-NA,<100,<100,259.114,<100,<100
CF11-NA,CF11-NA,1.83999e+17,7.64949e+06,8.87991e+10,26389.8,440.246
CM11-NA,AF11-NA,<100,<100,560.529,203.756,<100
CM11-NA,AM12-NA,<100,<100,<100,104.735,<100
CM11-NA,BM11-NA,<100,131465,314.463,1822.05,<100
CM11-NA,BF12-NA,<100,139834,679.744,1579.81,<100
CM11-NA,CM11-NA,1.12802e+19,2.67296e+08,4.21821e+12,400563,3003.66
CM11-NA,CF12-NA,<100,<100,331.171,252.352,<100
CF12-NA,AF12-NA,<100,498.98,<100,<100,<100
CF12-NA,BM11-NA,<100,133491,4811.69,2048.29,102.836
CF12-NA,BF12-NA,<100,10861.8,296.653,294.066,<100
CF12-NA,CM11-NA,<100,<100,331.171,252.352,<100
CF12-NA,CF12-NA,6.1758e+17,5.23246e+07,3.01423e+11,110987,1194.46
CM12-NA,AM12-NA,<100,3494.14,147.493,118.979,<100
CM12-NA,BM12-NA,<100,26910.1,1135.06,540.641,<100
CM12-NA,BF13-NA,<100,3729.56,1471.01,155.416,<100
CM12-NA,CM12-NA,1.24924e+16,4.09631e+06,1.31096e+10,15201.2,289.725
CM12-NA,CF13-NA,<100,63761.4,1.19689e+06,1001.67,<100
CF13-NA,BM12-NA,<100,33631.3,1194.51,567.464,<100
CF13-NA,BF13-NA,<100,2140.26,1410.64,119.847,<100
CF13-NA,CM12-NA,<100,63761.4,1.19689e+06,1001.67,<100
CF13-NA,CF13-NA,1.25407e+16,4.16828e+06,1.24447e+10,14736.8,276.276
CM13-NA,BM13-NA,<100,2.34073e+06,2.20667e+06,13448.5,327.434
CM13-NA,BF14-NA,<100,60976.7,4787.51,1037.49,<100
CM13-NA,CM13-NA,3.50048e+18,1.77895e+08,1.675e+12,301589,2499.03
CM13-NA,CF14-NA,<100,<100,202.981,<100,<100
CF14-NA,BM13-NA,<100,53242.7,6817.69,1160.69,<100
CF14-NA,BF14-NA,<100,191711,34086.9,1829.26,<100
CF14-NA,CM13-NA,<100,<100,202.981,<100,<100
CF14-NA,CF14-NA,6.18114e+17,5.16555e+07,4.32139e+11,111683,1220.84
CM14-NA,BM14-NA,<100,5264.64,<100,227.104,<100
CM14-NA,BF15-NA,<100,48758.7,464.204,1170.54,<100
CM14-NA,BM15-NA,<100,<100,<100,126.439,<100
CM14-NA,CM14-NA,2.2231e+19,9.83466e+07,5.03413e+12,204438,2031.47
CM14-NA,CF15-NA,<100,<100,3729.02,162.308,<100
CF15-NA,BM14-NA,<100,20092.4,183.618,638.719,<100
CF15-NA,BF15-NA,<100,360583,10197.9,4399.9,174.461
CF15-NA,BM15-NA,<100,<100,117.319,113.397,<100
CF15-NA,CM14-NA,<100,<100,3729.02,162.308,<100
CF15-NA,CF15-NA,5.5115e+19,7.69133e+08,1.60489e+13,999417,6040.45
CM15-NA,AF15-NA,<100,<100,111.323,<100,<100
CM15-NA,BF15-NA,<100,18858.6,106.804,545.405,<100
CM15-NA,BM15-NA,<100,51292.7,723.861,1121.77,<100
CM15-NA,CF0-NA,<100,<100,419.884,<100,<100
CM15-NA,CM15-NA,2.83234e+18,3.40149e+07,9.63046e+11,92062.3,1150.38
